ID,SOURCE,REVIEWED,PUBLISH_DATE,CWE_IDS,ALIASES,SUMMARY,SEVERITY,ECOSYSTEM,PACKAGE_NAME,VERSION_RANGE,REFERENCES
"GHSA-r92x-f52r-x54g","Github","True","2020-12-24T20:49:02Z","CWE-400","CVE-2020-26289","regular expression denial of service (ReDoS)","HIGH","npm","date-and-time","[0,0.14.2)","[{'type': 'WEB', 'url': 'https://github.com/knowledgecode/date-and-time/security/advisories/GHSA-r92x-f52r-x54g'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26289'}, {'type': 'WEB', 'url': 'https://github.com/knowledgecode/date-and-time/commit/9e4b501eacddccc8b1f559fb414f48472ee17c2a'}, {'type': 'WEB', 'url': 'https://www.npmjs.com/advisories/1592'}, {'type': 'WEB', 'url': 'https://www.npmjs.com/package/date-and-time'}]"
"GHSA-rcjj-h6gh-jf3r","Github","True","2020-12-09T19:03:03Z","CWE-379","CVE-2020-17521","Information Disclosure in Apache Groovy","MODERATE","Maven","org.codehaus.groovy:groovy","[2.0.0,2.4.21)[2.5.0,2.5.14)[3.0.0,3.0.7)[2.0.0,2.4.21)[2.5.0,2.5.14)[3.0.0,3.0.7)","[{'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-17521'}, {'type': 'WEB', 'url': 'https://github.com/apache/groovy/pull/1425'}, {'type': 'WEB', 'url': 'https://github.com/apache/groovy/commit/bcbe5c4c76db83736166530647c024ac1e47ef28'}, {'type': 'PACKAGE', 'url': 'https://github.com/apache/groovy'}, {'type': 'WEB', 'url': 'https://groovy-lang.org/security.html#CVE-2020-17521'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/r4b2f13c302eec98838ff7475253091fb9b75bc1038016ba00ebf6c08@%3Cdev.atlas.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/ra9dab34bf8625511f23692ad0fcee2725f782e9aad6c5cdff6cf4465@%3Cnotifications.groovy.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/rea63a4666ba245d2892471307772a2d8ce0f0741f341d6576625c1b3@%3Cdev.atlas.apache.org%3E'}, {'type': 'WEB', 'url': 'https://security.netapp.com/advisory/ntap-20201218-0006'}, {'type': 'WEB', 'url': 'https://www.oracle.com//security-alerts/cpujul2021.html'}, {'type': 'WEB', 'url': 'https://www.oracle.com/security-alerts/cpuApr2021.html'}, {'type': 'WEB', 'url': 'https://www.oracle.com/security-alerts/cpuapr2022.html'}, {'type': 'WEB', 'url': 'https://www.oracle.com/security-alerts/cpujan2021.html'}, {'type': 'WEB', 'url': 'https://www.oracle.com/security-alerts/cpujan2022.html'}, {'type': 'WEB', 'url': 'https://www.oracle.com/security-alerts/cpujul2022.html'}, {'type': 'WEB', 'url': 'https://www.oracle.com/security-alerts/cpuoct2021.html'}]"
"GHSA-vqqx-jw6p-q3rf","Github","True","2020-12-21T16:28:11Z","CWE-79","CVE-2020-26227","Cross-Site Scripting in Fluid view helpers","MODERATE","Packagist","typo3/cms-core","[9.0.0,9.5.23)[10.0.0,10.4.10)[8.7.0,8.7.38)[10.0.0,10.4.10)[9.0.0,9.5.23)[8.7.0,8.7.38)","[{'type': 'WEB', 'url': 'https://github.com/TYPO3/TYPO3.CMS/security/advisories/GHSA-vqqx-jw6p-q3rf'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26227'}, {'type': 'WEB', 'url': 'https://github.com/FriendsOfPHP/security-advisories/blob/master/typo3/cms-core/CVE-2020-26227.yaml'}, {'type': 'WEB', 'url': 'https://github.com/FriendsOfPHP/security-advisories/blob/master/typo3/cms/CVE-2020-26227.yaml'}, {'type': 'WEB', 'url': 'https://packagist.org/packages/typo3/cms-core'}, {'type': 'WEB', 'url': 'https://typo3.org/security/advisory/typo3-core-sa-2020-010'}]"
"GHSA-hfvc-g252-rp4g","Github","True","2020-12-14T19:50:22Z","CWE-20, CWE-400","CVE-2020-7791","Denial of Service in i18n","HIGH","NuGet","i18n","[0,2.1.15)","[{'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-7791'}, {'type': 'WEB', 'url': 'https://github.com/turquoiseowl/i18n/issues/387'}, {'type': 'WEB', 'url': 'https://github.com/turquoiseowl/i18n/commit/c418e3345313dc896c1951d8c46ab0b9b12fcbd3'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/r1573c58dc283b05f7a40a3f5ff0079b5bbde0492d406ee0fe98d40b6@%3Ccommits.druid.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/r2667286c8ceffaf893b16829b9612d8f7c4ee6b30362c6c1b583e3c2@%3Ccommits.druid.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/r33dc233634aedb04fa77db3eb79ea12d15ca4da89fa46a1c585ecb0b@%3Ccommits.druid.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/r394b1ae54693609a60ea8aab02ff045dc92f593aa3aebff562e69958@%3Ccommits.druid.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/r5e08837e695efd36be73510ce58ec05785dbcea077819d8acc2d990d@%3Ccommits.druid.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/r9744574911e7e4edf5f4eeae92a4ccc83e3723cec937950062bb8775@%3Ccommits.druid.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/ra5047392edf1fecba441c9adc8807ed6c5f7d2cc71f2f3bb89f35371@%3Ccommits.druid.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/rc2abba7aa0450198494bbee654fce9b97fad72a4989323e189faede4@%3Cdev.myfaces.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/rc850d0fce066f9eb9e8553172d9207bad7df4d2059d93abc5c7e85c4@%3Ccommits.druid.apache.org%3E'}, {'type': 'WEB', 'url': 'https://snyk.io/vuln/SNYK-DOTNET-I18N-1050179'}]"
"GHSA-hhvc-g5hv-48c6","Github","True","2020-12-10T19:07:28Z","CWE-471","CVE-2020-26268","Write to immutable memory region in TensorFlow","MODERATE","PyPI","tensorflow","[0,1.15.5)[2.0.0,2.0.4)[2.1.0,2.1.3)[2.2.0,2.2.2)[2.3.0,2.3.2)[0,1.15.5)[2.0.0,2.0.4)[2.1.0,2.1.3)[2.2.0,2.2.2)[2.3.0,2.3.2)[0,1.15.5)[2.0.0,2.0.4)[2.1.0,2.1.3)[2.2.0,2.2.2)[2.3.0,2.3.2)","[{'type': 'WEB', 'url': 'https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hhvc-g5hv-48c6'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26268'}, {'type': 'WEB', 'url': 'https://github.com/tensorflow/tensorflow/commit/c1e1fc899ad5f8c725dcbb6470069890b5060bc7'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2020-299.yaml'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2020-334.yaml'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow/PYSEC-2020-255.yaml'}, {'type': 'PACKAGE', 'url': 'https://github.com/tensorflow/tensorflow'}]"
"GHSA-hm45-mgqm-gjm4","Github","True","2020-12-08T23:55:54Z","CWE-79","CVE-2020-26249","Remote Code Execution (RCE) Exploit on Cross Site Scripting (XSS) Vulnerability","MODERATE","PyPI","red-dashboard","[0,0.1.7a)","[{'type': 'WEB', 'url': 'https://github.com/Cog-Creators/Red-Dashboard/security/advisories/GHSA-hm45-mgqm-gjm4'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26249'}, {'type': 'WEB', 'url': 'https://github.com/Cog-Creators/Red-Dashboard/commit/99d88b840674674166ce005b784ae8e31e955ab1'}, {'type': 'WEB', 'url': 'https://github.com/Cog-Creators/Red-Dashboard/commit/a6b9785338003ec87fb75305e7d1cc2d40c7ab91'}, {'type': 'PACKAGE', 'url': 'https://github.com/Cog-Creators/Red-Dashboard'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/red-dashboard/PYSEC-2020-98.yaml'}, {'type': 'WEB', 'url': 'https://pypi.org/project/Red-Dashboard'}]"
"GHSA-hxmp-pqch-c8mm","Github","True","2020-12-09T18:21:29Z","CWE-400, CWE-74, CWE-79","CVE-2020-26257","Denial of service attack via incorrect parameters in Matrix Synapse","HIGH","PyPI","matrix-synapse","[0,1.23.1)","[{'type': 'WEB', 'url': 'https://github.com/matrix-org/synapse/security/advisories/GHSA-hxmp-pqch-c8mm'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26257'}, {'type': 'WEB', 'url': 'https://github.com/matrix-org/synapse/pull/8776'}, {'type': 'WEB', 'url': 'https://github.com/matrix-org/synapse/commit/3ce2f303f15f6ac3dc352298972dc6e04d9b7a8b'}, {'type': 'WEB', 'url': 'https://github.com/matrix-org/synapse/blob/develop/CHANGES.md#synapse-1231-2020-12-09'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/matrix-synapse/PYSEC-2020-236.yaml'}, {'type': 'WEB', 'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DBTIU3ZNBFWZ56V4X7JIAD33V5H2GOMC'}, {'type': 'WEB', 'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/QR4MMYZKX5N5GYGH4H5LBUUC5TLAFHI7'}]"
"GHSA-jc84-3g44-wf2q","Github","True","2020-12-15T16:52:17Z","CWE-400","CVE-2019-10775","Denial of Service in ecstatic","MODERATE","npm","ecstatic","[0,4.1.3)","[{'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2019-10775'}, {'type': 'WEB', 'url': 'https://snyk.io/vuln/SNYK-JS-ECSTATIC-540354'}]"
"GHSA-jfvx-7wrx-43fh","Github","True","2020-12-21T16:28:26Z","CWE-78","CVE-2020-26259","XStream vulnerable to an Arbitrary File Deletion on the local host when unmarshalling","MODERATE","Maven","com.thoughtworks.xstream:xstream","[0,1.4.15)","[{'type': 'WEB', 'url': 'https://github.com/x-stream/xstream/security/advisories/GHSA-jfvx-7wrx-43fh'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26259'}, {'type': 'PACKAGE', 'url': 'https://github.com/x-stream/xstream'}, {'type': 'WEB', 'url': 'https://lists.apache.org/thread.html/r97993e3d78e1f5389b7b172ba9f308440830ce5f051ee62714a0aa34@%3Ccommits.struts.apache.org%3E'}, {'type': 'WEB', 'url': 'https://lists.debian.org/debian-lts-announce/2020/12/msg00042.html'}, {'type': 'WEB', 'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/22KVR6B5IZP3BGQ3HPWIO2FWWCKT3DHP'}, {'type': 'WEB', 'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/PVPHZA7VW2RRSDCOIPP2W6O5ND254TU7'}, {'type': 'WEB', 'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/QGXIU3YDPG6OGTDHMBLAFN7BPBERXREB'}, {'type': 'WEB', 'url': 'https://security.netapp.com/advisory/ntap-20210409-0005'}, {'type': 'WEB', 'url': 'https://www.debian.org/security/2021/dsa-4828'}, {'type': 'WEB', 'url': 'https://x-stream.github.io/CVE-2020-26259.html'}]"
"GHSA-m57p-p67h-mq74","Github","True","2020-12-16T19:25:00Z","CWE-78","CVE-2020-26274","Command Injection Vulnerability in systeminformation","MODERATE","npm","systeminformation","[0,4.31.1)","[{'type': 'WEB', 'url': 'https://github.com/sebhildebrandt/systeminformation/security/advisories/GHSA-m57p-p67h-mq74'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26274'}, {'type': 'WEB', 'url': 'https://github.com/sebhildebrandt/systeminformation/commit/1faadcbf68f1b1fdd5eb2054f68fc932be32ac99'}, {'type': 'WEB', 'url': 'https://www.npmjs.com/advisories/1590'}, {'type': 'WEB', 'url': 'https://www.npmjs.com/package/systeminformation'}]"
"GHSA-m648-33qf-v3gp","Github","True","2020-12-10T19:07:31Z","CWE-20","CVE-2020-26270","CHECK-fail in LSTM with zero-length input in TensorFlow","MODERATE","PyPI","tensorflow","[0,1.15.5)[2.0.0,2.0.4)[2.1.0,2.1.3)[2.2.0,2.2.2)[2.3.0,2.3.2)[0,1.15.5)[2.0.0,2.0.4)[2.1.0,2.1.3)[2.2.0,2.2.2)[2.3.0,2.3.2)[0,1.15.5)[2.0.0,2.0.4)[2.1.0,2.1.3)[2.2.0,2.2.2)[2.3.0,2.3.2)","[{'type': 'WEB', 'url': 'https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m648-33qf-v3gp'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26270'}, {'type': 'WEB', 'url': 'https://github.com/tensorflow/tensorflow/commit/14755416e364f17fb1870882fa778c7fec7f16e3'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2020-301.yaml'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2020-336.yaml'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow/PYSEC-2020-256.yaml'}, {'type': 'PACKAGE', 'url': 'https://github.com/tensorflow/tensorflow'}]"
"GHSA-m7j4-fhg6-xf5v","Github","True","2020-12-17T21:00:50Z","CWE-1321","CVE-2020-28458","datatables.net vulnerable to Prototype Pollution due to incomplete fix","HIGH","npm","datatables.net","[0,1.10.22)","[{'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-28458'}, {'type': 'WEB', 'url': 'https://github.com/DataTables/DataTablesSrc/commit/a51cbe99fd3d02aa5582f97d4af1615d11a1ea03'}, {'type': 'PACKAGE', 'url': 'https://github.com/DataTables/DataTablesSrc'}, {'type': 'WEB', 'url': 'https://github.com/DataTables/Dist-DataTables/blob/master/js/jquery.dataTables.js%23L2766'}, {'type': 'WEB', 'url': 'https://security.netapp.com/advisory/ntap-20240621-0006'}, {'type': 'WEB', 'url': 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWER-1051961'}, {'type': 'WEB', 'url': 'https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-1051962'}, {'type': 'WEB', 'url': 'https://snyk.io/vuln/SNYK-JS-DATATABLESNET-1016402'}, {'type': 'WEB', 'url': 'https://snyk.io/vuln/SNYK-JS-DATATABLESNET-598806'}]"
"GHSA-9f66-54xg-pc2c","Github","True","2020-12-21T18:01:41Z","CWE-601","CVE-2020-26275","Jupyter Server open redirect vulnerability","MODERATE","PyPI","jupyter-server","[0,1.1.1)","[{'type': 'WEB', 'url': 'https://github.com/jupyter-server/jupyter_server/security/advisories/GHSA-9f66-54xg-pc2c'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26275'}, {'type': 'WEB', 'url': 'https://github.com/jupyter-server/jupyter_server/commit/85e4abccf6ea9321d29153f73b0bd72ccb3a6bca'}, {'type': 'WEB', 'url': 'https://advisory.checkmarx.net/advisory/CX-2020-4291'}, {'type': 'PACKAGE', 'url': 'https://github.com/jupyter-server/jupyter_server'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/jupyter-server/PYSEC-2020-50.yaml'}, {'type': 'WEB', 'url': 'https://pypi.org/project/jupyter-server'}]"
"GHSA-c9f3-9wfr-wgh7","Github","True","2020-12-10T19:07:26Z","CWE-125","CVE-2020-26267","Lack of validation in data format attributes in TensorFlow","LOW","PyPI","tensorflow","[0,1.15.5)[2.0.0,2.0.4)[2.1.0,2.1.3)[2.2.0,2.2.2)[2.3.0,2.3.2)[0,1.15.5)[2.0.0,2.0.4)[2.1.0,2.1.3)[2.2.0,2.2.2)[2.3.0,2.3.2)[0,1.15.5)[2.0.0,2.0.4)[2.1.0,2.1.3)[2.2.0,2.2.2)[2.3.0,2.3.2)","[{'type': 'WEB', 'url': 'https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9f3-9wfr-wgh7'}, {'type': 'ADVISORY', 'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-26267'}, {'type': 'WEB', 'url': 'https://github.com/tensorflow/tensorflow/commit/ebc70b7a592420d3d2f359e4b1694c236b82c7ae'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2020-298.yaml'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2020-333.yaml'}, {'type': 'WEB', 'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow/PYSEC-2020-140.yaml'}, {'type': 'PACKAGE', 'url': 'https://github.com/tensorflow/tensorflow'}]"
