ID,SOURCE,REVIEWED,PUBLISH_DATE,CWE_IDS,ALIASES,SUMMARY,SEVERITY,ECOSYSTEM,PACKAGE_NAME,VERSION_RANGE,REFERENCES
"GHSA-q43c-g2g7-6gxj","Github","True","2017-11-30T23:14:47Z","CWE-352","CVE-2017-16570","Cross-Site Request Forgery (CSRF) in keystone","HIGH","npm","keystone","[0,4.0.0-beta.7)","https://nvd.nist.gov/vuln/detail/CVE-2017-16570, https://github.com/keystonejs/keystone/issues/4437, https://github.com/keystonejs/keystone/pull/4478, https://github.com/advisories/GHSA-q43c-g2g7-6gxj, https://securelayer7.net/download/pdf/KeystoneJS-Pentest-Report-SecureLayer7.pdf, https://snyk.io/vuln/SNYK-JS-KEYSTONE-449663, https://www.exploit-db.com/exploits/43922, https://www.npmjs.com/advisories/979, http://blog.securelayer7.net/keystonejs-open-source-penetration-testing-report"
"GHSA-q97v-764g-r2rp","Github","True","2017-11-16T01:47:37Z","CWE-284","CVE-2014-9489","gollum and gollum-lib allow remote authenticated users to execute arbitrary code","HIGH","RubyGems","gollum","[0,3.1.1)[0,4.0.1)","https://nvd.nist.gov/vuln/detail/CVE-2014-9489, https://github.com/gollum/gollum/issues/913, https://github.com/gollum/grit_adapter/commit/4520d973c81fecfebbeacd2ef2f1849d763951c7, https://github.com/gollum/gollum, https://web.archive.org/web/20200229041306/http://www.securityfocus.com/bid/71499, http://www.openwall.com/lists/oss-security/2015/01/03/19"
"GHSA-rph7-j9qr-h8q8","Github","True","2017-11-28T22:20:17Z","CWE-77","CVE-2013-7377","Potential Command Injection in codem-transcode","HIGH","npm","codem-transcode","[0,0.5.0)","https://nvd.nist.gov/vuln/detail/CVE-2013-7377, https://github.com/advisories/GHSA-rph7-j9qr-h8q8, https://www.npmjs.com/advisories/2, http://www.openwall.com/lists/oss-security/2014/05/13/1, http://www.openwall.com/lists/oss-security/2014/05/15/2"
"GHSA-wmjf-jpjj-9f3j","Github","True","2017-11-15T20:39:47Z","CWE-668","CVE-2017-8418","RuboCop gem Insecure use of /tmp","LOW","RubyGems","rubocop","[0,0.49.0)","https://nvd.nist.gov/vuln/detail/CVE-2017-8418, https://github.com/bbatsov/rubocop/issues/4336, https://github.com/rubocop/rubocop/commit/dcb258fabd5f2624c1ea0e1634763094590c09d7, https://github.com/bbatsov/rubocop, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/rubocop/CVE-2017-8418.yml, http://www.openwall.com/lists/oss-security/2017/05/01/14"
"GHSA-wwh7-4jw9-33x6","Github","True","2017-11-28T22:44:42Z","CWE-134","CVE-2017-16516","yajl-ruby gem Denial of Service vulnerability","HIGH","RubyGems","yajl-ruby","[0,1.3.1)","https://nvd.nist.gov/vuln/detail/CVE-2017-16516, https://github.com/brianmario/yajl-ruby/issues/176, https://github.com/brianmario/yajl-ruby/pull/178, https://github.com/github/advisory-database/pull/2158, https://github.com/brianmario/yajl-ruby/commit/a8ca8f476655adaa187eedc60bdc770fff3c51ce, https://github.com/brianmario/yajl-ruby, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/yajl-ruby/CVE-2017-16516.yml, https://lists.debian.org/debian-lts-announce/2017/11/msg00010.html, https://lists.debian.org/debian-lts-announce/2023/07/msg00013.html, https://lists.debian.org/debian-lts-announce/2023/08/msg00003.html, https://rubygems.org/gems/yajl-ruby"
"GHSA-x7p2-x2j6-mwhr","Github","True","2017-11-29T23:19:51Z","CWE-79","CVE-2017-16833","Gemirro Stored XSS in Gemspec ""homepage"" value","MODERATE","RubyGems","gemirro","[0,0.16.0)","https://nvd.nist.gov/vuln/detail/CVE-2017-16833, https://github.com/PierreRambaud/gemirro/commit/9659f9b7ce15a723da8e361bd41b9203b19c97de, https://github.com/PierreRambaud/gemirro, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/gemirro/CVE-2017-16833.yml"
"GHSA-3v3c-r5v2-68ph","Github","True","2017-11-30T23:14:55Z","CWE-184","CVE-2017-0909","private_address_check contains Incomplete List of Disallowed Inputs","HIGH","RubyGems","private_address_check","[0,0.4.1)","https://nvd.nist.gov/vuln/detail/CVE-2017-0909, https://github.com/jtdowney/private_address_check/pull/3, https://hackerone.com/reports/288950, https://github.com/advisories/GHSA-3v3c-r5v2-68ph, https://github.com/jtdowney/private_address_check"
"GHSA-3w5v-p54c-f74x","Github","True","2017-11-30T23:15:19Z","CWE-20","CVE-2017-1000228","ejs is vulnerable to remote code execution due to weak input validation","CRITICAL","npm","ejs","[0,2.5.5)","https://nvd.nist.gov/vuln/detail/CVE-2017-1000228, https://github.com/advisories/GHSA-3w5v-p54c-f74x, https://snyk.io/vuln/npm:ejs:20161128, https://web.archive.org/web/20171123041219/http://www.securityfocus.com/bid/101897"
"GHSA-5c8j-xr24-2665","Github","True","2017-11-28T22:44:52Z","CWE-77","CVE-2014-3741","Potential Command Injection in printer","CRITICAL","npm","printer","[0,0.0.2)","https://nvd.nist.gov/vuln/detail/CVE-2014-3741, https://github.com/tojocky/node-printer/commit/e001e38738c17219a1d9dd8c31f7d82b9c0013c7, https://github.com/advisories/GHSA-5c8j-xr24-2665, https://github.com/tojocky/node-printer, https://www.npmjs.com/advisories/27, http://www.openwall.com/lists/oss-security/2014/05/13/1, http://www.openwall.com/lists/oss-security/2014/05/15/2"
"GHSA-5v3f-73gv-x7x5","Github","True","2017-11-15T20:41:14Z","CWE-476","CVE-2017-7475","cairo is vulnerable to denial of service due to a null pointer dereference","MODERATE","RubyGems","cairo","[1.15.4,1.15.5)[1.15.4]","https://nvd.nist.gov/vuln/detail/CVE-2017-7475, https://bugs.freedesktop.org/show_bug.cgi?id=100763, https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2017-7475, https://github.com/rcairo/rcairo, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/cairo/CVE-2017-7475.yml, https://lists.apache.org/thread.html/rf9fa47ab66495c78bb4120b0754dd9531ca2ff0430f6685ac9b07772@%3Cdev.mina.apache.org%3E, http://seclists.org/oss-sec/2017/q2/151"
"GHSA-6494-v9fq-fgq2","Github","True","2017-11-16T01:46:50Z","CWE-20","CVE-2017-15879","Keystone is vulnerable to CSV injection","HIGH","npm","keystone","[0,4.0.0-beta7)","https://nvd.nist.gov/vuln/detail/CVE-2017-15879, https://github.com/keystonejs/keystone/pull/4478, https://github.com/advisories/GHSA-6494-v9fq-fgq2, https://packetstormsecurity.com/files/144755/KeystoneJS-4.0.0-beta.5-Unauthenticated-CSV-Injection.html, https://www.exploit-db.com/exploits/43053"
"GHSA-653m-r33x-39ff","Github","True","2017-11-29T23:20:14Z","CWE-79","CVE-2017-16792","Geminabox contains Cross-site Scripting","MODERATE","RubyGems","geminabox","[0,0.13.10)","https://nvd.nist.gov/vuln/detail/CVE-2017-16792, https://github.com/geminabox/geminabox/commit/f8429a9e364658459add170e4ebc7a5d3b4759e7, https://github.com/geminabox/geminabox, https://github.com/geminabox/geminabox/blob/master/CHANGELOG.md, https://rubygems.org/gems/geminabox/versions/0.13.10"
"GHSA-7cv6-gvx3-m54m","Github","True","2017-11-16T01:47:02Z","CWE-79","CVE-2017-15881","Cross-Site Scripting in keystone","MODERATE","npm","keystone","[0,4.0.0-beta7)","https://nvd.nist.gov/vuln/detail/CVE-2017-15881, https://github.com/keystonejs/keystone/issues/4437, https://github.com/keystonejs/keystone/pull/4478, https://github.com/advisories/GHSA-7cv6-gvx3-m54m, https://securelayer7.net/download/pdf/KeystoneJS-Pentest-Report-SecureLayer7.pdf, https://www.npmjs.com/advisories/981, http://blog.securelayer7.net/keystonejs-open-source-penetration-testing-report, http://www.securityfocus.com/bid/101541"
"GHSA-7qcx-jmrc-h2rr","Github","True","2017-11-15T19:44:16Z","CWE-79","CVE-2017-15878","Cross-Site Scripting in keystone","MODERATE","npm","keystone","[0,4.0.0)","https://nvd.nist.gov/vuln/detail/CVE-2017-15878, https://github.com/keystonejs/keystone/pull/4478, https://github.com/advisories/GHSA-7qcx-jmrc-h2rr, https://github.com/keystonejs/keystone, https://packetstormsecurity.com/files/144756/KeystoneJS-4.0.0-beta.5-Unauthenticated-Stored-Cross-Site-Scripting.html, https://securelayer7.net/download/pdf/KeystoneJS-Pentest-Report-SecureLayer7.pdf, https://www.exploit-db.com/exploits/43054, https://www.npmjs.com/advisories/980, http://blog.securelayer7.net/keystonejs-open-source-penetration-testing-report, http://www.securityfocus.com/bid/101541"
"GHSA-hwcf-pp87-7x6p","Github","True","2017-11-30T23:15:05Z","CWE-79","CVE-2017-1000188","mde ejs vulnerable to XSS","MODERATE","npm","ejs","[0,2.5.5)","https://nvd.nist.gov/vuln/detail/CVE-2017-1000188, https://github.com/mde/ejs/commit/49264e0037e313a0a3e033450b5c184112516d8f, https://github.com/advisories/GHSA-hwcf-pp87-7x6p, https://github.com/mde/ejs, https://web.archive.org/web/20200227134555/http://www.securityfocus.com/bid/101889"
"GHSA-hxhj-hp9m-qwc4","Github","True","2017-11-29T23:21:05Z","CWE-242","CVE-2017-0904","private_address_check vulnerable to bypass of Resolv.getaddresses method","MODERATE","RubyGems","private_address_check","[0,0.4.0)","https://nvd.nist.gov/vuln/detail/CVE-2017-0904, https://github.com/jtdowney/private_address_check/issues/1, https://github.com/jtdowney/private_address_check/commit/58a0d7fe31de339c0117160567a5b33ad82b46af, https://hackerone.com/reports/287245, https://hackerone.com/reports/287835, https://edoverflow.com/2017/ruby-resolv-bug"
"GHSA-mw35-24gh-f82w","Github","True","2017-11-15T20:41:51Z","CWE-253","CVE-2017-7474","keycloak-connect and keycloak-js improperly handle invalid tokens","CRITICAL","npm","keycloak-connect","[2.5.0,3.1.0)[2.5.0,3.1.0)","https://nvd.nist.gov/vuln/detail/CVE-2017-7474, https://bugzilla.redhat.com/show_bug.cgi?id=1445271, http://rhn.redhat.com/errata/RHSA-2017-1203.html"
"GHSA-xxvw-45rp-3mj2","Github","True","2017-10-24T18:33:37Z","CWE-20","CVE-2013-4660","Deserialization Code Execution in js-yaml","CRITICAL","npm","js-yaml","[0,2.0.5)","https://nvd.nist.gov/vuln/detail/CVE-2013-4660, https://github.com/advisories/GHSA-xxvw-45rp-3mj2, https://nealpoole.com/blog/2013/06/code-execution-via-yaml-in-js-yaml-nodejs-module, https://www.npmjs.com/advisories/16"
"GHSA-xf96-32q2-9rw2","Github","True","2017-10-24T18:33:38Z","CWE-89","CVE-2008-4094","Rails ActiveRecord gem vulnerable to SQL injection","HIGH","RubyGems","activerecord","[0,2.1.1)","https://nvd.nist.gov/vuln/detail/CVE-2008-4094, https://github.com/rails/rails/commit/ef0ea782b1f5cf7b08e74ea3002a16c708f66645, https://exchange.xforce.ibmcloud.com/vulnerabilities/45109, https://github.com/rails/rails, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/activerecord/CVE-2008-4094.yml, https://web.archive.org/web/20080620000955/http://blog.innerewut.de/2008/6/16/why-you-should-upgrade-to-rails-2-1, https://web.archive.org/web/20080620201733/http://blog.innerewut.de/files/rails/activerecord-1.15.3.patch, https://web.archive.org/web/20080620201744/http://blog.innerewut.de/files/rails/activerecord-2.0.2.patch, https://web.archive.org/web/20081104151751/http://gist.github.com/8946, https://web.archive.org/web/20081113122736/http://secunia.com/advisories/31875, https://web.archive.org/web/20081207211431/http://secunia.com/advisories/31909, https://web.archive.org/web/20081207211436/http://secunia.com/advisories/31910, https://web.archive.org/web/20091101000000*/http://www.vupen.com/english/advisories/2008/2562, https://web.archive.org/web/20120120194518/http://www.securityfocus.com/bid/31176, https://web.archive.org/web/20201207112829/http://www.securitytracker.com/id?1020871, http://lists.opensuse.org/opensuse-security-announce/2008-12/msg00002.html, http://rails.lighthouseapp.com/projects/8994/tickets/288, http://rails.lighthouseapp.com/projects/8994/tickets/964, http://www.openwall.com/lists/oss-security/2008/09/13/2, http://www.openwall.com/lists/oss-security/2008/09/16/1, http://www.rorsecurity.info/2008/09/08/sql-injection-issue-in-limit-and-offset-parameter"
"GHSA-xgj6-pgrm-x4r2","Github","True","2017-10-24T18:33:38Z","CWE-134","CVE-2007-6183","gtk2 vulnerable to Use of Externally-Controlled Format String","MODERATE","RubyGems","gtk2","[0,0.17.0)","https://nvd.nist.gov/vuln/detail/CVE-2007-6183, https://bugzilla.redhat.com/show_bug.cgi?id=402871, https://exchange.xforce.ibmcloud.com/vulnerabilities/38757, https://web.archive.org/web/20200228174159/http://www.securityfocus.com/bid/26616, https://web.archive.org/web/20201207224244/https://www.securityfocus.com/archive/1/484240/100/0/threaded, https://www.redhat.com/archives/fedora-package-announce/2007-December/msg00214.html, https://www.redhat.com/archives/fedora-package-announce/2007-December/msg00251.html, http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=453689, http://bugs.gentoo.org/show_bug.cgi?id=200623, http://em386.blogspot.com/2007/11/your-favorite-better-than-c-scripting.html, http://security.gentoo.org/glsa/glsa-200712-09.xml, http://securityreason.com/securityalert/3407, http://www.debian.org/security/2007/dsa-1431, http://www.mandriva.com/en/support/security/advisories/advisory/MDVSA-2008:033/?name=MDVSA-2008:033"
"GHSA-xgr2-v94m-rc9g","Github","True","2017-10-24T18:33:37Z","CWE-74","CVE-2013-0333","activesupport in Rails vulnerable to incorrect data conversion","HIGH","RubyGems","activesupport","[2.3.2,2.3.16)[3.0.0,3.0.20)","https://nvd.nist.gov/vuln/detail/CVE-2013-0333, https://access.redhat.com/errata/RHSA-2013:0201, https://access.redhat.com/errata/RHSA-2013:0202, https://access.redhat.com/errata/RHSA-2013:0203, https://access.redhat.com/security/cve/CVE-2013-0333, https://bugzilla.redhat.com/show_bug.cgi?id=903440, https://github.com/advisories/GHSA-xgr2-v94m-rc9g, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/activesupport/CVE-2013-0333.yml, https://groups.google.com/forum/?fromgroups=#!topic/rubyonrails-security/1h2DR63ViGo, https://groups.google.com/group/rubyonrails-security/msg/52179af76915e518?dmode=source&output=gplain, https://puppet.com/security/cve/cve-2013-0333, http://lists.apple.com/archives/security-announce/2013/Jun/msg00000.html, http://lists.apple.com/archives/security-announce/2013/Mar/msg00002.html, http://rhn.redhat.com/errata/RHSA-2013-0201.html, http://rhn.redhat.com/errata/RHSA-2013-0202.html, http://rhn.redhat.com/errata/RHSA-2013-0203.html, http://support.apple.com/kb/HT5784, http://weblog.rubyonrails.org/2013/1/28/Rails-3-0-20-and-2-3-16-have-been-released, http://www.debian.org/security/2013/dsa-2613, http://www.kb.cert.org/vuls/id/628463"
"GHSA-xqg8-cv3h-xppv","Github","True","2017-10-24T18:33:36Z","CWE-89","CVE-2015-1369","SQL Injection in sequelize","HIGH","npm","sequelize","[0,2.0.0-rc8)","https://nvd.nist.gov/vuln/detail/CVE-2015-1369, https://github.com/sequelize/sequelize/issues/2906, https://github.com/sequelize/sequelize/pull/2919, https://github.com/advisories/GHSA-xqg8-cv3h-xppv, https://github.com/sequelize/sequelize, https://www.npmjs.com/advisories/33, http://www.openwall.com/lists/oss-security/2015/01/23/2"
"GHSA-xrr4-p6fq-hjg7","Github","True","2017-10-24T18:33:35Z","CWE-22","CVE-2016-0752","Directory traversal vulnerability in Action View in Ruby on Rails","HIGH","RubyGems","actionview","[4.0.0,4.1.14.1)[4.2.0,4.2.5.1)[4.0.0,4.1.14.1)[4.2.0,4.2.5.1)[0,3.2.22.1)","https://nvd.nist.gov/vuln/detail/CVE-2016-0752, https://github.com/advisories/GHSA-xrr4-p6fq-hjg7, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/actionpack/CVE-2016-0752.yml, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/actionview/CVE-2016-0752.yml, https://groups.google.com/forum/#!topic/rubyonrails-security/335P1DcLG00, https://groups.google.com/forum/message/raw?msg=ruby-security-ann/335P1DcLG00/JXcBnTtZEgAJ, https://web.archive.org/web/20210618005620/https://groups.google.com/forum/message/raw?msg=ruby-security-ann/335P1DcLG00/JXcBnTtZEgAJ, https://web.archive.org/web/20210621170450/http://www.securityfocus.com/bid/81801, https://web.archive.org/web/20210723192420/http://www.securitytracker.com/id/1034816, https://www.exploit-db.com/exploits/40561, http://lists.fedoraproject.org/pipermail/package-announce/2016-February/178044.html, http://lists.fedoraproject.org/pipermail/package-announce/2016-February/178069.html, http://lists.opensuse.org/opensuse-security-announce/2016-04/msg00053.html, http://lists.opensuse.org/opensuse-updates/2016-02/msg00034.html, http://lists.opensuse.org/opensuse-updates/2016-02/msg00043.html, http://rhn.redhat.com/errata/RHSA-2016-0296.html, http://www.debian.org/security/2016/dsa-3464, http://www.openwall.com/lists/oss-security/2016/01/25/13, http://www.securityfocus.com/bid/81801, http://www.securitytracker.com/id/1034816"
"GHSA-xrr6-3pc4-m447","Github","True","2017-10-24T18:33:36Z","CWE-284","CVE-2015-7577","Active Record Improper Access Control","MODERATE","RubyGems","activerecord","[3.1.0,3.2.22.1)[4.0.0,4.1.14.1)[4.2.0,4.2.5.1)[5.0.0.beta1,5.0.0.beta1.1)[5.0.0.beta1]","https://nvd.nist.gov/vuln/detail/CVE-2015-7577, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/activerecord/CVE-2015-7577.yml, https://groups.google.com/forum/#!topic/rubyonrails-security/cawsWcQ6c8g, http://lists.fedoraproject.org/pipermail/package-announce/2016-February/178041.html, http://lists.fedoraproject.org/pipermail/package-announce/2016-February/178065.html, http://lists.opensuse.org/opensuse-security-announce/2016-04/msg00053.html, http://lists.opensuse.org/opensuse-updates/2016-02/msg00034.html, http://lists.opensuse.org/opensuse-updates/2016-02/msg00043.html, http://rhn.redhat.com/errata/RHSA-2016-0296.html, http://www.debian.org/security/2016/dsa-3464, http://www.openwall.com/lists/oss-security/2016/01/25/10"
"GHSA-xwg4-93c6-3h42","Github","True","2017-10-24T18:33:36Z","CWE-22","CVE-2014-6394","Directory Traversal in send","LOW","npm","send","[0,0.8.4)","https://nvd.nist.gov/vuln/detail/CVE-2014-6394, https://github.com/visionmedia/send/pull/59, https://github.com/visionmedia/send/commit/9c6ca9b2c0b880afd3ff91ce0d211213c5fa5f9a, https://bugzilla.redhat.com/show_bug.cgi?id=1146063, https://exchange.xforce.ibmcloud.com/vulnerabilities/96727, https://github.com/advisories/GHSA-xwg4-93c6-3h42, https://github.com/visionmedia/send, https://support.apple.com/HT205217, https://www.npmjs.com/advisories/32, http://lists.apple.com/archives/security-announce/2015/Sep/msg00002.html, http://lists.fedoraproject.org/pipermail/package-announce/2014-October/139938.html, http://lists.fedoraproject.org/pipermail/package-announce/2014-October/140020.html, http://lists.fedoraproject.org/pipermail/package-announce/2014-September/139415.html, http://secunia.com/advisories/62170, http://www-01.ibm.com/support/docview.wss?uid=swg21687263, http://www.openwall.com/lists/oss-security/2014/09/24/1, http://www.openwall.com/lists/oss-security/2014/09/30/10, http://www.securityfocus.com/bid/70100"
"GHSA-xwr3-fmgj-mmfr","Github","True","2017-10-24T18:33:36Z","CWE-200","CVE-2013-7111","Exposure of Sensitive Information in bio-basespace-sdk","MODERATE","RubyGems","bio-basespace-sdk","[0,0.1.7]","https://nvd.nist.gov/vuln/detail/CVE-2013-7111, https://github.com/advisories/GHSA-xwr3-fmgj-mmfr, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/bio-basespace-sdk/CVE-2013-7111.yml, http://www.openwall.com/lists/oss-security/2013/12/14/2, http://www.openwall.com/lists/oss-security/2013/12/15/5, http://www.vapid.dhs.org/advisories/bio-basespace-sdk.html"
"GHSA-xxr8-833v-c7wc","Github","True","2017-10-24T18:33:38Z","CWE-79","CVE-2011-4319","Cross-site Scripting vulnerability in i18n translations helper method","MODERATE","RubyGems","actionpack","[3.0.0,3.0.11)[3.1.0,3.1.2)","https://nvd.nist.gov/vuln/detail/CVE-2011-4319, https://github.com/rails/rails/commit/2d5b105d4bcb652550dda8b5613376d1b8beb70c, https://github.com/rails/rails/commit/ba2d85012088fd0db0fab98b2e512c77c83cbade, https://exchange.xforce.ibmcloud.com/vulnerabilities/71364, https://github.com/rails/rails, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/actionpack/CVE-2011-4319.yml, https://groups.google.com/forum/#!topic/rubyonrails-security/K2HXD7c8fMU, https://web.archive.org/web/20200228155840/http://www.securityfocus.com/bid/50722, https://web.archive.org/web/20210307005941/http://www.securitytracker.com/id?1026342, http://groups.google.com/group/rubyonrails-security/browse_thread/thread/2b61d70fb73c7cc5?pli=1, http://groups.google.com/group/rubyonrails-security/msg/c65c24fbc4b6dd82?dmode=source&output=gplain, http://openwall.com/lists/oss-security/2011/11/18/8, http://weblog.rubyonrails.org/2011/11/18/rails-3-0-11-has-been-released, http://weblog.rubyonrails.org/2011/11/18/rails-3-1-2-has-been-released"
