ID,SOURCE,REVIEWED,PUBLISH_DATE,CWE_IDS,ALIASES,SUMMARY,SEVERITY,ECOSYSTEM,PACKAGE_NAME,VERSION_RANGE,REFERENCES
"GHSA-xr38-w74q-r8jv","Github","True","2021-12-06T23:57:59Z","CWE-862, CWE-863","CVE-2021-43781","Permissions not properly checked in Invenio-Drafts-Resources","MODERATE","PyPI","invenio-drafts-resources","[0,0.13.7)[0,6.0.5)[0,0.32.6)[0.14.0,0.14.6)[0.33.0,0.33.10)[7.0.0.dev0,7.0.0.dev5)","https://github.com/inveniosoftware/invenio-drafts-resources/security/advisories/GHSA-xr38-w74q-r8jv, https://nvd.nist.gov/vuln/detail/CVE-2021-43781, https://github.com/inveniosoftware/invenio-drafts-resources/commit/039b0cff1ad4b952000f4d8c3a93f347108b6626, https://github.com/pypa/advisory-database/tree/main/vulns/invenio-app-rdm/PYSEC-2021-837.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/invenio-drafts-resources/PYSEC-2021-836.yaml"
"GHSA-xxfh-x98p-j8fr","Github","True","2021-12-10T20:15:37Z","","","Remote code injection in Log4j (through pax-logging-log4j2)","CRITICAL","Maven","org.ops4j.pax.logging:pax-logging-log4j2","[2.0.0,2.0.11)[0,1.11.10)","https://github.com/ops4j/org.ops4j.pax.logging/security/advisories/GHSA-xxfh-x98p-j8fr, https://github.com/advisories/GHSA-jfh8-c2jp-5v3q, https://github.com/ops4j/org.ops4j.pax.logging"
"GHSA-v6rh-hp5x-86rv","Github","True","2021-12-09T19:09:37Z","CWE-287","CVE-2021-44420","Potential bypass of an upstream access control based on URL paths in Django","MODERATE","PyPI","Django","[2.2a1,2.2.25)[3.0a1,3.1.14)[3.2a1,3.2.10)","https://nvd.nist.gov/vuln/detail/CVE-2021-44420, https://github.com/django/django/commit/d4dcd5b9dd9e462fec8220e33e3e6c822b7e88a6, https://docs.djangoproject.com/en/3.2/releases/security, https://github.com/advisories/GHSA-v6rh-hp5x-86rv, https://github.com/django/django, https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2021-439.yaml, https://groups.google.com/forum/#!forum/django-announce, https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/B4SQG2EAF4WCI2SLRL6XRDJ3RPK3ZRDV, https://security.netapp.com/advisory/ntap-20211229-0006, https://www.djangoproject.com/weblog/2021/dec/07/security-releases, https://www.openwall.com/lists/oss-security/2021/12/07/1"
"GHSA-v95c-p5hm-xq8f","Github","True","2021-12-07T21:22:39Z","CWE-190","CVE-2021-43784","Overflow in netlink bytemsg length field allows attacker to override netlink-based container configuration in RunC","MODERATE","Go","github.com/opencontainers/runc","[0,1.0.3)","https://github.com/opencontainers/runc/security/advisories/GHSA-v95c-p5hm-xq8f, https://nvd.nist.gov/vuln/detail/CVE-2021-43784, https://github.com/opencontainers/runc/commit/9c444070ec7bb83995dbc0185da68284da71c554, https://github.com/opencontainers/runc/commit/d72d057ba794164c3cce9451a00b72a78b25e1ae, https://github.com/opencontainers/runc/commit/dde509df4e28cec33b3c99c6cda3d4fd5beafc77, https://github.com/opencontainers/runc/commit/f50369af4b571e358f20b139eea52d612eb55eed, https://bugs.chromium.org/p/project-zero/issues/detail?id=2241, https://github.com/opencontainers/runc, https://lists.debian.org/debian-lts-announce/2021/12/msg00005.html, https://lists.debian.org/debian-lts-announce/2024/02/msg00005.html, https://pkg.go.dev/vuln/GO-2022-0274"
"GHSA-vfqx-33qm-g869","Github","True","2021-12-09T19:16:59Z","CWE-502","CVE-2020-36189","Unsafe Deserialization in jackson-databind","HIGH","Maven","com.fasterxml.jackson.core:jackson-databind","[2.7.0,2.9.10.8)[0,2.6.7.5)","https://nvd.nist.gov/vuln/detail/CVE-2020-36189, https://github.com/FasterXML/jackson-databind/issues/2996, https://github.com/FasterXML/jackson-databind/commit/33d96c13fe18a2dad01b19ce195548c9acea9da4, https://cowtowncoder.medium.com/on-jackson-cves-dont-panic-here-is-what-you-need-to-know-54cd0d6e8062, https://github.com/FasterXML/jackson-databind, https://lists.debian.org/debian-lts-announce/2021/04/msg00025.html, https://security.netapp.com/advisory/ntap-20210205-0005, https://www.oracle.com//security-alerts/cpujul2021.html, https://www.oracle.com/security-alerts/cpuApr2021.html, https://www.oracle.com/security-alerts/cpuapr2022.html, https://www.oracle.com/security-alerts/cpujan2022.html, https://www.oracle.com/security-alerts/cpujul2022.html, https://www.oracle.com/security-alerts/cpuoct2021.html"
"GHSA-vj54-cjrx-x696","Github","True","2021-12-09T19:59:24Z","CWE-203","CVE-2020-11576","Observable Discrepancy in Argo","MODERATE","Go","github.com/argoproj/argo-cd","[1.5.0,1.5.1)[1.5.0]","https://nvd.nist.gov/vuln/detail/CVE-2020-11576, https://github.com/argoproj/argo-cd/pull/3215, https://github.com/argoproj/argo-cd/commit/35a7350b7444bcaf53ee0bb11b9d8e3ae4b717a1, https://www.soluble.ai/blog/argo-cves-2020"
"GHSA-vm5j-vqr6-v7v8","Github","True","2021-12-10T20:04:56Z","CWE-78","CVE-2020-7640","OS Command Injection in pixl-class","HIGH","npm","pixl-class","[0,1.0.3)","https://nvd.nist.gov/vuln/detail/CVE-2020-7640, https://github.com/jhuckaby/pixl-class/commit/47677a3638e3583e42f3a05cc7f0b30293d2acc8, https://github.com/jhuckaby/pixl-class/commit/47677a3638e3583e42f3a05cc7f0b30293d2acc8,, https://snyk.io/vuln/SNYK-JS-PIXLCLASS-564968"
"GHSA-vrc7-6g8w-jh56","Github","True","2021-12-09T19:29:36Z","CWE-20","CVE-2015-9544","Improper Input Validation in xdLocalStorage","HIGH","npm","xdlocalstorage","[0,2.0.5]","https://nvd.nist.gov/vuln/detail/CVE-2015-9544, https://github.com/ofirdagan/cross-domain-local-storage/issues/17, https://github.com/ofirdagan/cross-domain-local-storage/pull/19, https://github.com/ofirdagan/cross-domain-local-storage, https://grimhacker.com/exploiting-xdlocalstorage-localstorage-and-postmessage/#Missing-Origin-Magic-iframe"
"GHSA-vrgh-5w3c-ggf8","Github","True","2021-12-03T20:38:50Z","CWE-338","CVE-2021-3990","showdoc is vulnerable to Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG)","MODERATE","Packagist","showdoc/showdoc","[0,2.9.13)","https://nvd.nist.gov/vuln/detail/CVE-2021-3990, https://github.com/star7th/showdoc/commit/a9886f26c08225e0adca75c67dfca3f7c42b87d0, https://github.com/star7th/showdoc, https://huntr.dev/bounties/0680067d-56a7-4412-b06e-a267e850ae9f"
"GHSA-vx6j-pjrh-vgjh","Github","True","2021-12-15T22:54:20Z","CWE-22","CVE-2021-43836","PHP file inclusion in the Sulu admin panel","HIGH","Packagist","sulu/sulu","[0,1.6.44)[2.0.0,2.2.18)[2.3.0,2.3.8)[2.4.0-RC1,2.4.0)[2.4.0-RC1]","https://github.com/sulu/sulu/security/advisories/GHSA-vx6j-pjrh-vgjh, https://nvd.nist.gov/vuln/detail/CVE-2021-43836, https://github.com/sulu/sulu/commit/9c948f9ce350c68b53af8c3910e2cefc7f722b54, https://github.com/sulu/sulu"
"GHSA-vxr4-rxw7-g7v6","Github","True","2021-12-16T14:30:56Z","CWE-1321","CVE-2021-23561","Prototype Pollution in comb","MODERATE","npm","comb","[0,2.0.0]","https://nvd.nist.gov/vuln/detail/CVE-2021-23561, https://github.com/C2FO/comb, https://snyk.io/vuln/SNYK-JS-COMB-1730083"
"GHSA-w6v2-qchm-grj7","Github","True","2021-12-20T18:25:46Z","CWE-668, CWE-732","CVE-2020-25039","Insecure permissions on user namespace / fakeroot temporary rootfs in Singularity","HIGH","Go","github.com/sylabs/singularity","[3.2.0,3.6.3)","https://github.com/hpcng/singularity/security/advisories/GHSA-w6v2-qchm-grj7, https://nvd.nist.gov/vuln/detail/CVE-2020-25039, https://medium.com/sylabs, http://lists.opensuse.org/opensuse-security-announce/2020-09/msg00070.html, http://lists.opensuse.org/opensuse-security-announce/2020-09/msg00088.html"
"GHSA-w7fj-336r-vw49","Github","True","2021-12-01T18:29:21Z","CWE-79","CVE-2021-43776","Cross-Site Scripting vulnerability in @backstage/plugin-auth-backend","HIGH","npm","@backstage/plugin-auth-backend","[0,0.4.9)","https://github.com/backstage/backstage/security/advisories/GHSA-w7fj-336r-vw49, https://nvd.nist.gov/vuln/detail/CVE-2021-43776, https://github.com/backstage/backstage, https://github.com/backstage/backstage/tree/master/plugins/auth-backend"
"GHSA-wc7v-77jr-5c3m","Github","True","2021-12-03T20:38:37Z","CWE-352","CVE-2021-3944","bookstack is vulnerable to Cross-Site Request Forgery (CSRF)","LOW","Packagist","ssddanbrown/bookstack","[0,21.11)","https://nvd.nist.gov/vuln/detail/CVE-2021-3944, https://github.com/bookstackapp/bookstack/commit/88e6f93abf54192a69cc8080e0dc6516ee68ccbb, https://github.com/bookstackapp/bookstack, https://huntr.dev/bounties/65551490-5ade-49aa-8b8d-274c2ca9fdc9"
"GHSA-wf5p-f5xr-c4jj","Github","True","2021-12-02T17:48:53Z","CWE-89","CVE-2021-44427","SQL Injection in rosariosis","CRITICAL","Packagist","francoisjacquet/rosariosis","[0,8.1.1)","https://nvd.nist.gov/vuln/detail/CVE-2021-44427, https://github.com/francoisjacquet/rosariosis/commit/e001430aa9fb53d2502fb6f036f6c51c578d2016, https://github.com/francoisjacquet/rosariosis, https://gitlab.com/francoisjacquet/rosariosis/-/commit/e001430aa9fb53d2502fb6f036f6c51c578d2016, https://gitlab.com/francoisjacquet/rosariosis/-/issues/328, https://gitlab.com/francoisjacquet/rosariosis/blob/mobile/CHANGES.md#changes-in-811"
"GHSA-wh8g-3j2c-rqj5","Github","True","2021-12-09T19:15:00Z","CWE-502","CVE-2020-35490","Serialization gadgets exploit in jackson-databind","HIGH","Maven","com.fasterxml.jackson.core:jackson-databind","[2.0.0,2.9.10.8)","https://nvd.nist.gov/vuln/detail/CVE-2020-35490, https://github.com/FasterXML/jackson-databind/issues/2986, https://github.com/FasterXML/jackson-databind/commit/41b8bdb5ccc1d8edb71acf1c8234da235a24249d, https://cowtowncoder.medium.com/on-jackson-cves-dont-panic-here-is-what-you-need-to-know-54cd0d6e8062, https://github.com/FasterXML/jackson-databind, https://lists.debian.org/debian-lts-announce/2021/04/msg00025.html, https://security.netapp.com/advisory/ntap-20210122-0005, https://www.oracle.com//security-alerts/cpujul2021.html, https://www.oracle.com/security-alerts/cpuApr2021.html, https://www.oracle.com/security-alerts/cpuapr2022.html, https://www.oracle.com/security-alerts/cpujan2022.html, https://www.oracle.com/security-alerts/cpujul2022.html, https://www.oracle.com/security-alerts/cpuoct2021.html"
"GHSA-r8j5-h5cx-65gg","Github","True","2021-12-10T19:02:37Z","CWE-770","CVE-2021-29059","ReDOS in IS-SVG","HIGH","npm","is-svg","[2.1.0,4.3.0)","https://nvd.nist.gov/vuln/detail/CVE-2021-29059, https://github.com/sindresorhus/is-svg/commit/732fc72779840c45a30817d3fe28e12058592b02, https://github.com/sindresorhus/is-svg, https://github.com/sindresorhus/is-svg/releases/tag/v4.3.0, https://github.com/yetingli/PoCs/blob/main/CVE-2021-29059/IS-SVG.md, https://github.com/yetingli/SaveResults/blob/main/js/is-svg.js, https://www.npmjs.com/package/is-svg"
"GHSA-rf3m-mhv7-x39f","Github","True","2021-12-20T16:58:22Z","CWE-20","CVE-2015-5250","Denial of Service in OpenShift Origin","MODERATE","Go","github.com/openshift/origin","[0,1.0.6)","https://nvd.nist.gov/vuln/detail/CVE-2015-5250, https://github.com/openshift/origin/issues/4374, https://github.com/openshift/origin/commit/dace5075e31b74703e944b6b3ebe8836be8d1b9a, https://access.redhat.com/errata/RHSA-2015:1736, https://access.redhat.com/security/cve/CVE-2015-5250, https://bugzilla.redhat.com/show_bug.cgi?id=1259867, https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2015-5250"
"GHSA-rp2c-jrgp-cvr8","Github","True","2021-12-16T15:32:31Z","CWE-434, CWE-75","CVE-2021-23562","Code injection in plupload","MODERATE","npm","plupload","[0,2.3.9)","https://nvd.nist.gov/vuln/detail/CVE-2021-23562, https://github.com/moxiecode/plupload/commit/d12175d4b5fa799b994ee1bb17bfbeec55b386fb, https://github.com/moxiecode/plupload, https://github.com/moxiecode/plupload/blob/master/js/jquery.plupload.queue/jquery.plupload.queue.js%23L226, https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-2306665, https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWER-2306663, https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBMOXIECODE-2306664, https://snyk.io/vuln/SNYK-JS-PLUPLOAD-1583909"
"GHSA-rp42-c45j-g46x","Github","True","2021-12-16T14:12:23Z","CWE-79","CVE-2021-4107","yetiforcecrm is vulnerable to Cross-site Scripting","MODERATE","Packagist","yetiforce/yetiforce-crm","[0,6.3.0]","https://nvd.nist.gov/vuln/detail/CVE-2021-4107, https://github.com/yetiforcecompany/yetiforcecrm/commit/a062d3d5fecb000db207a2ad8a446db97ad96b89, https://github.com/yetiforcecompany/yetiforcecrm, https://huntr.dev/bounties/1d124520-cf29-4539-a0f3-6d041af7b5a8"
"GHSA-rpg7-q4cv-p466","Github","True","2021-12-17T20:00:16Z","CWE-352","CVE-2021-4123","livehelperchat is vulnerable to Cross-Site Request Forgery (CSRF)","MODERATE","Packagist","remdex/livehelperchat","[0,3.90]","https://nvd.nist.gov/vuln/detail/CVE-2021-4123, https://github.com/livehelperchat/livehelperchat/commit/2a98c69cf8899afb9a76d737527abb1dd96fa106, https://github.com/livehelperchat/livehelperchat, https://huntr.dev/bounties/52182545-fdd6-4d4f-9fba-25010f7f8cba"
"GHSA-rrm8-32g4-w8m3","Github","True","2021-12-20T18:04:46Z","CWE-352","CVE-2017-1000069","Cross-site Request Forgery (CSRF)","HIGH","Go","github.com/bitly/oauth2_proxy","[0,2.2.0)","https://nvd.nist.gov/vuln/detail/CVE-2017-1000069, https://github.com/bitly/oauth2_proxy/pull/360, https://github.com/bitly/oauth2_proxy/commit/55085d9697962668fd4e43e8e4644144fe83cd93, https://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2017-1000069"
"GHSA-rxch-gp62-574w","Github","True","2021-12-16T14:13:27Z","CWE-79","CVE-2021-4108","snipe-it is vulnerable to Cross-site Scripting","MODERATE","Packagist","snipe/snipe-it","[0,5.3.5)","https://nvd.nist.gov/vuln/detail/CVE-2021-4108, https://github.com/snipe/snipe-it/commit/9d5d1a9f9aae2c8baee48551185da5de0cdb62c2, https://github.com/snipe/snipe-it, https://huntr.dev/bounties/5069a037-040e-4d77-8526-846e65edfaf4"
"GHSA-v26w-gcxh-v4r7","Github","True","2021-12-10T18:50:40Z","CWE-1321, CWE-915","CVE-2021-25952","Prototype polluation in just-safe-set","CRITICAL","npm","just-safe-set","[1.0.0,2.2.2)","https://nvd.nist.gov/vuln/detail/CVE-2021-25952, https://github.com/angus-c/just/pull/267, https://github.com/angus-c/just/commit/dd57a476f4bb9d78c6f60741898dc04c71d2eb53, https://github.com/angus-c/just, https://www.whitesourcesoftware.com/vulnerability-database/CVE-2021-25952"
"GHSA-v39h-qm32-8gwq","Github","True","2021-12-09T19:57:29Z","CWE-1321, CWE-915","CVE-2020-7616","Improperly Controlled Modification of Dynamically-Determined Object Attributes in express-mock-middleware","MODERATE","npm","express-mock-middleware","[0,0.0.6]","https://nvd.nist.gov/vuln/detail/CVE-2020-7616, https://github.com/LingyuCoder/express-mock-middleware/blob/master/lib/index.js#L39, https://snyk.io/vuln/SNYK-JS-EXPRESSMOCKMIDDLEWARE-564120"
"GHSA-v3r2-3fp4-rp46","Github","True","2021-12-10T20:05:57Z","CWE-400","CVE-2020-7643","Prototype pollution in paypal-adaptive","MODERATE","npm","paypal-adaptive","[0,0.4.2]","https://nvd.nist.gov/vuln/detail/CVE-2020-7643, https://github.com/Ideame/paypal-adaptive-sdk-nodejs, https://github.com/Ideame/paypal-adaptive-sdk-nodejs/blob/master/lib/paypal-adaptive.js#L31, https://snyk.io/vuln/SNYK-JS-PAYPALADAPTIVE-565089"
"GHSA-v4cr-m5f8-gxw8","Github","True","2021-12-16T14:14:56Z","CWE-352","CVE-2021-4092","yetiforcecrm is vulnerable to Cross-Site Request Forgery (CSRF)","MODERATE","Packagist","yetiforce/yetiforce-crm","[0,6.3.0)","https://nvd.nist.gov/vuln/detail/CVE-2021-4092, https://github.com/yetiforcecompany/yetiforcecrm/commit/585da04bb72d36a894f6ea5939ab909e53fd8c23, https://github.com/yetiforcecompany/yetiforcecrm, https://huntr.dev/bounties/7b58c160-bb62-45fe-ad1f-38354378b89e"
"GHSA-v525-c3g5-cg9p","Github","True","2021-12-10T17:15:49Z","CWE-502","CVE-2020-36282","Unsafe Deserialization that can Result in Code Execution","HIGH","Maven","com.rabbitmq.jms:rabbitmq-jms","[2.0,2.2.0)[1.0,1.15.2)","https://nvd.nist.gov/vuln/detail/CVE-2020-36282, https://github.com/rabbitmq/rabbitmq-jms-client/issues/135, https://github.com/rabbitmq/rabbitmq-jms-client/pull/136/commits/f647e5dbfe055a2ca8cbb16dd70f9d50d888b638, https://github.com/rabbitmq/rabbitmq-jms-client/releases/tag/v1.15.2, https://github.com/rabbitmq/rabbitmq-jms-client/releases/tag/v2.2.0, https://medium.com/@ramon93i7/a99645d0448b"
"GHSA-q868-c4vw-qjx3","Github","True","2021-12-17T00:00:38Z","CWE-89","CVE-2021-44350","ThinkPHP5 SQL Injection vulnerability","CRITICAL","Packagist","topthink/framework","[5.0,5.1.22]","https://nvd.nist.gov/vuln/detail/CVE-2021-44350, https://github.com/top-think/framework/issues/2613, https://github.com/top-think/framework"
"GHSA-qc22-qwm9-j8rx","Github","True","2021-12-20T16:59:31Z","CWE-20","","Remote Code Execution in npm-groovy-lint","CRITICAL","npm","npm-groovy-lint","[0,9.1.0)","https://github.com/nvuillam/npm-groovy-lint/issues/194, https://github.com/nvuillam/npm-groovy-lint/pull/195, https://github.com/nvuillam/npm-groovy-lint/commit/0b664519019442052e0190170c2b1c5aff7d72e7, https://github.com/advisories/GHSA-jfh8-c2jp-5v3q, https://github.com/nvuillam/npm-groovy-lint"
"GHSA-qj27-32wp-ghrg","Github","True","2021-12-18T00:00:40Z","CWE-120","CVE-2021-41498","Pyo Buffer Overflow Vulnerability","HIGH","PyPI","pyo","[0,1.0.4)","https://nvd.nist.gov/vuln/detail/CVE-2021-41498, https://github.com/belangeo/pyo/issues/221, https://github.com/belangeo/pyo/commit/017702c73332a8560c8554a36250a6da587a2418, https://github.com/belangeo/pyo, https://github.com/pypa/advisory-database/tree/main/vulns/pyo/PYSEC-2021-890.yaml"
"GHSA-qjw2-hr98-qgfh","Github","True","2021-12-09T19:15:36Z","CWE-502","CVE-2020-24750","Unsafe Deserialization in jackson-databind","HIGH","Maven","com.fasterxml.jackson.core:jackson-databind","[2.0,2.6.7.5)[2.7.0,2.9.10.6)","https://nvd.nist.gov/vuln/detail/CVE-2020-24750, https://github.com/FasterXML/jackson-databind/issues/2798, https://github.com/FasterXML/jackson-databind/commit/2118e71325486c68f089a9761c9d8a11b4ddd1cb, https://github.com/FasterXML/jackson-databind/commit/6cc9f1a1af323cd156f5668a47e43bab324ae16f, https://github.com/FasterXML/jackson-databind/commit/ad5a630174f08d279504bc51ebba8772fd71b86b, https://github.com/FasterXML/jackson-databind, https://lists.debian.org/debian-lts-announce/2021/04/msg00025.html, https://security.netapp.com/advisory/ntap-20201009-0003, https://www.oracle.com//security-alerts/cpujul2021.html, https://www.oracle.com/security-alerts/cpuApr2021.html, https://www.oracle.com/security-alerts/cpuapr2022.html, https://www.oracle.com/security-alerts/cpujan2021.html, https://www.oracle.com/security-alerts/cpujan2022.html, https://www.oracle.com/security-alerts/cpuoct2021.html"
"GHSA-qphc-hf5q-v8fc","Github","True","2021-12-14T21:19:08Z","CWE-601","CVE-2021-44528","actionpack Open Redirect in Host Authorization Middleware","MODERATE","RubyGems","actionpack","[6.0.0,6.0.4.2)[6.1.0,6.1.4.2)","https://nvd.nist.gov/vuln/detail/CVE-2021-44528, https://github.com/rails/rails/commit/0fccfb9a3097a9c4260c791f1a40b128517e7815, https://github.com/rails/rails/commit/aecba3c301b80e9d5a63c30ea1b287bceaf2c107, https://github.com/rails/rails, https://github.com/rails/rails/blob/v6.1.4.2/actionpack/CHANGELOG.md#rails-6142-december-14-2021, https://github.com/rubysec/ruby-advisory-db/blob/master/gems/actionpack/CVE-2021-44528.yml, https://groups.google.com/g/ruby-security-ann/c/vG9gz3nk1pM/m/7-NU4MNrDAAJ, https://groups.google.com/g/ruby-security-ann/c/vG9gz3nk1pM/m/7-NU4MNrDAAJ?utm_medium=email&utm_source=footer, https://security.netapp.com/advisory/ntap-20240208-0003, https://www.debian.org/security/2023/dsa-5372"
