ID,Vulnerability,Package,Version Range,Platform,Date,score,CWE,CVE,published,disclosed,credit
SNYK-JAVA-ORGOPENCASTPROJECT-12261178,Relative Path Traversal,org.opencastproject:opencast-user-interface-configuration,"['[0,]']",Maven,31 Aug 2025,6.9,CWE-23,CVE-2025-55202,31 Aug 2025,29 Aug 2025,opsysdebug
SNYK-JAVA-COMLIFERAY-12301497,Missing Authorization,com.liferay:com.liferay.portal.workflow.kaleo.runtime.impl,"['[,6.0.93)']",Maven,31 Aug 2025,4.6,CWE-862,CVE-2025-43773,31 Aug 2025,29 Aug 2025,Unknown
SNYK-JAVA-COMRITENSEVALTIMO-12239875,Command Injection,com.ritense.valtimo:core,"['[,12.16.0.RELEASE)', '[13.0.0.RELEASE,13.1.2.RELEASE)']",Maven,29 Aug 2025,6.4,CWE-78,CVE-2025-58059,29 Aug 2025,28 Aug 2025,Unknown
SNYK-JAVA-ORGECLIPSEANGUS-12239873,Improper Neutralization,org.eclipse.angus:angus-mail,"['[,2.0.4)']",Maven,29 Aug 2025,6.0,CWE-147,CVE-2025-7962,29 Aug 2025,21 Jul 2025,"1ue, blu3r"
SNYK-JAVA-ORGAPACHETIKA-12238980,XML External Entity (XXE) Injection,org.apache.tika:tika-parser-pdf-module,"['[,3.2.2)']",Maven,29 Aug 2025,8.8,CWE-611,CVE-2025-54988,29 Aug 2025,20 Aug 2025,"Paras Jain, Yakov Shafranovich"
SNYK-JAVA-ORGXWIKIPLATFORM-12234207,Storing Passwords in a Recoverable Format,org.xwiki.platform:xwiki-platform-export-pdf-api,"['[,16.4.8)', '[16.5.0-rc-1,16.10.7)', '[17.0.0-rc-1,17.4.0-rc-1)']",Maven,29 Aug 2025,4.6,CWE-257,CVE-2025-58049,29 Aug 2025,28 Aug 2025,Michael Hamann
SNYK-JAVA-COMLIFERAY-12217957,Files or Directories Accessible to External Parties,com.liferay:com.liferay.frontend.js.web,"['[,5.0.125)']",Maven,28 Aug 2025,5.3,CWE-552,CVE-2025-43758,28 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12217956,Files or Directories Accessible to External Parties,com.liferay:com.liferay.object.dynamic.data.mapping.form.field.type,"['[,1.0.65)']",Maven,28 Aug 2025,5.3,CWE-552,CVE-2025-43758,28 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12217955,Files or Directories Accessible to External Parties,com.liferay:com.liferay.object.web,"['[,1.0.219)']",Maven,28 Aug 2025,5.3,CWE-552,CVE-2025-43758,28 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-ORGWEBJARSBOWERGITHUBMRRIO-12205535,Allocation of Resources Without Limits or Throttling,org.webjars.bowergithub.mrrio:jspdf,"['[0,]']",Maven,27 Aug 2025,8.7,CWE-770,CVE-2025-57810,27 Aug 2025,26 Aug 2025,Aleksey Solovev
SNYK-JAVA-ORGWEBJARSBOWER-12205534,Allocation of Resources Without Limits or Throttling,org.webjars.bower:jspdf,"['[0,]']",Maven,27 Aug 2025,8.7,CWE-770,CVE-2025-57810,27 Aug 2025,26 Aug 2025,Aleksey Solovev
SNYK-JAVA-ORGWEBJARSBOWERGITHUBPARALLAX-12205533,Allocation of Resources Without Limits or Throttling,org.webjars.bowergithub.parallax:jspdf,"['[0,]']",Maven,27 Aug 2025,8.7,CWE-770,CVE-2025-57810,27 Aug 2025,26 Aug 2025,Aleksey Solovev
SNYK-JAVA-ORGWEBJARSNPM-12205532,Allocation of Resources Without Limits or Throttling,org.webjars.npm:jspdf,"['[0,]']",Maven,27 Aug 2025,8.7,CWE-770,CVE-2025-57810,27 Aug 2025,26 Aug 2025,Aleksey Solovev
SNYK-JAVA-COMLIFERAY-12199919,Cross-site Scripting (XSS),com.liferay:com.liferay.journal.service,"['[,7.0.162)']",Maven,27 Aug 2025,5.3,CWE-79,CVE-2025-43765,27 Aug 2025,23 Aug 2025,Unknown
SNYK-JAVA-ORGAPACHECASSANDRA-12199918,Privilege Defined With Unsafe Actions,org.apache.cassandra:cassandra-all,"['[4.0.16,4.0.17)']",Maven,27 Aug 2025,8.6,CWE-267,CVE-2025-26467,27 Aug 2025,25 Aug 2025,"Adam Pond, Ali Mirheidari, Terry Thibault, Will Brattain"
SNYK-JAVA-COMLIFERAY-12199924,Allocation of Resources Without Limits or Throttling,com.liferay:com.liferay.dynamic.data.mapping.form.web,"['[,4.0.180)']",Maven,27 Aug 2025,5.3,CWE-770,CVE-2025-43762,27 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12199923,Allocation of Resources Without Limits or Throttling,com.liferay:com.liferay.data.engine.js.components.web,"['[,6.0.187)']",Maven,27 Aug 2025,5.3,CWE-770,CVE-2025-43762,27 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12199922,Incorrect Permission Assignment for Critical Resource,com.liferay:com.liferay.layout.impl,"['[,6.0.147)']",Maven,27 Aug 2025,6.7,CWE-732,CVE-2025-43759,27 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12199921,Cross-site Scripting (XSS),com.liferay:com.liferay.plugins.admin.web,"['[,5.0.36)']",Maven,27 Aug 2025,4.6,CWE-79,CVE-2025-43769,27 Aug 2025,23 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12199920,Regular Expression Denial of Service (ReDoS),com.liferay:com.liferay.portal.workflow.kaleo.designer.web,"['[,5.0.145)']",Maven,27 Aug 2025,6.9,CWE-1333,CVE-2025-43764,27 Aug 2025,23 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAYPORTAL-12199917,Insertion of Sensitive Information Into Sent Data,com.liferay.portal:com.liferay.portal.impl,"['[,108.1.1)']",Maven,27 Aug 2025,5.1,CWE-201,CVE-2025-43768,27 Aug 2025,23 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12199913,Open Redirect,com.liferay:com.liferay.info.impl,"['[,5.0.70)']",Maven,27 Aug 2025,5.1,CWE-601,CVE-2025-43767,27 Aug 2025,23 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12199912,Arbitrary File Upload,com.liferay:com.liferay.style.book.web,"['[,2.0.118)']",Maven,26 Aug 2025,6.8,CWE-434,CVE-2025-43766,26 Aug 2025,23 Aug 2025,Unknown
SNYK-JAVA-ORGXWIKICOMMONS-12194802,Improper Neutralization of Special Elements Used in a Template Engine,org.xwiki.commons:xwiki-commons-velocity,"['[,17.6.0-rc-1)']",Maven,26 Aug 2025,7.5,CWE-1336,CVE-2025-51991,26 Aug 2025,20 Aug 2025,malcxlmj
SNYK-JAVA-COMLIFERAYPORTAL-12199911,Cross-site Scripting (XSS),com.liferay.portal:com.liferay.portal.kernel,"['[,155.0.0)']",Maven,26 Aug 2025,6.9,CWE-79,CVE-2025-43770,26 Aug 2025,23 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177862,Cross-site Scripting (XSS),com.liferay:com.liferay.layout.admin.web,"['[,5.0.191)']",Maven,26 Aug 2025,5.1,CWE-79,CVE-2025-43755,26 Aug 2025,21 Aug 2025,NDIx
SNYK-JAVA-COMLIFERAY-12177861,Cross-site Scripting (XSS),com.liferay:com.liferay.layout.taglib,"['[,16.1.33)']",Maven,26 Aug 2025,2.1,CWE-79,CVE-2025-43753,26 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177860,Information Exposure,com.liferay:com.liferay.login.web,"['[,6.0.66)']",Maven,26 Aug 2025,6.9,CWE-204,CVE-2025-43751,26 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177859,Missing Authorization,com.liferay:com.liferay.calendar.service,"['[,6.0.83)']",Maven,26 Aug 2025,5.3,CWE-862,CVE-2025-43739,26 Aug 2025,19 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177858,Missing Authorization,com.liferay:com.liferay.calendar.api,"['[,13.0.3)']",Maven,26 Aug 2025,5.3,CWE-862,CVE-2025-43739,26 Aug 2025,19 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAYPORTAL-12179763,Cross-site Request Forgery (CSRF),com.liferay.portal:release.portal.bom,"['[7.0.0-a1,7.4.3.120-ga120)']",Maven,25 Aug 2025,7.1,CWE-352,CVE-2025-43748,25 Aug 2025,20 Aug 2025,Unknown
SNYK-JAVA-ORGKEYCLOAK-12150882,Exposure of Sensitive Information Through Environmental Variables,org.keycloak:keycloak-model-storage-services,"['[26.0.0,]']",Maven,25 Aug 2025,6.9,CWE-526,CVE-2025-9162,25 Aug 2025,21 Aug 2025,Unknown
SNYK-JAVA-COMKUZUDB-12179286,Race Condition,com.kuzudb:kuzu,"['[,0.8.0)']",Maven,25 Aug 2025,8.2,CWE-362,,25 Aug 2025,1 Mar 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177853,Allocation of Resources Without Limits or Throttling,com.liferay:com.liferay.object.web,"['[,1.0.218)']",Maven,25 Aug 2025,5.3,CWE-770,CVE-2025-43752,25 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177852,Allocation of Resources Without Limits or Throttling,com.liferay:com.liferay.object.dynamic.data.mapping.form.field.type,"['[,1.0.64)']",Maven,25 Aug 2025,5.3,CWE-770,CVE-2025-43752,25 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177787,Cross-site Scripting (XSS),com.liferay:com.liferay.dynamic.data.mapping.web,"['[,5.0.122)']",Maven,25 Aug 2025,4.8,CWE-79,CVE-2025-43757,25 Aug 2025,20 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177786,Cross-site Scripting (XSS),com.liferay:com.liferay.dynamic.data.mapping.web,"['[,5.0.122)']",Maven,25 Aug 2025,5.1,CWE-79,CVE-2025-43746,25 Aug 2025,20 Aug 2025,NDIx
SNYK-JAVA-ORGWEBJARSNPM-12177875,Prototype Pollution,org.webjars.npm:content-security-policy-parser,"['[0,]']",Maven,25 Aug 2025,8.8,CWE-1321,CVE-2025-55164,25 Aug 2025,12 Aug 2025,Patrick Nappa
SNYK-JAVA-COMLIFERAY-12177846,Cross-site Scripting (XSS),com.liferay:com.liferay.redirect.service,"['[,2.0.79)']",Maven,24 Aug 2025,5.3,CWE-79,CVE-2025-43760,24 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177845,Cross-site Scripting (XSS),com.liferay:com.liferay.portal.language.lang,"['[,1.0.244)']",Maven,24 Aug 2025,5.3,CWE-79,CVE-2025-43760,24 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAYPORTAL-12177844,Cross-site Scripting (XSS),com.liferay.portal:com.liferay.portal.kernel,"['[,157.0.0)']",Maven,24 Aug 2025,5.3,CWE-79,CVE-2025-43760,24 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAYPORTAL-12177843,Cross-site Scripting (XSS),com.liferay.portal:com.liferay.portal.impl,"['[,110.0.0)']",Maven,24 Aug 2025,5.3,CWE-79,CVE-2025-43760,24 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12177857,Timing Attack,com.liferay:com.liferay.portal.security.password.encryptor.impl,"['[,1.0.14)']",Maven,24 Aug 2025,6.9,CWE-208,CVE-2025-43754,24 Aug 2025,21 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAYPORTAL-12177856,Timing Attack,com.liferay.portal:com.liferay.portal.impl,"['[,110.0.0)']",Maven,24 Aug 2025,6.9,CWE-208,CVE-2025-43754,24 Aug 2025,21 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAYPORTAL-12177855,Timing Attack,com.liferay.portal:com.liferay.portal.kernel,"['[,157.0.0)']",Maven,24 Aug 2025,6.9,CWE-208,CVE-2025-43754,24 Aug 2025,21 Aug 2025,Unknown
SNYK-JAVA-ORGWEBJARSBOWER-12177873,Regular Expression Denial of Service (ReDoS),org.webjars.bower:angular-sanitize,"['[0,]']",Maven,24 Aug 2025,6.9,CWE-1333,CVE-2025-4690,24 Aug 2025,19 Aug 2025,George Kalpakas
SNYK-JAVA-ORGWEBJARSNPM-12177872,Regular Expression Denial of Service (ReDoS),org.webjars.npm:angular-sanitize,"['[0,]']",Maven,24 Aug 2025,6.9,CWE-1333,CVE-2025-4690,24 Aug 2025,19 Aug 2025,George Kalpakas
SNYK-JAVA-ORGBOUNCYCASTLE-12150439,Out-of-bounds Write,org.bouncycastle:bc-fips-debug,"['[2.1.0,2.1.1)']",Maven,22 Aug 2025,1.0,CWE-787,CVE-2025-9340,22 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-ORGBOUNCYCASTLE-12150438,Out-of-bounds Write,org.bouncycastle:bc-fips,"['[2.1.0,2.1.1)']",Maven,22 Aug 2025,1.0,CWE-787,CVE-2025-9340,22 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-ORGBOUNCYCASTLE-12150360,Allocation of Resources Without Limits or Throttling,org.bouncycastle:bcprov-lts8on,"['[2.73.7,]']",Maven,22 Aug 2025,7.1,CWE-770,CVE-2025-9341,22 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-ORGBOUNCYCASTLE-12150359,Allocation of Resources Without Limits or Throttling,org.bouncycastle:bc-fips-debug,"['[2.1.0,2.1.1)']",Maven,22 Aug 2025,7.1,CWE-770,CVE-2025-9341,22 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-ORGBOUNCYCASTLE-12150358,Allocation of Resources Without Limits or Throttling,org.bouncycastle:bc-fips,"['[2.1.0,2.1.1)']",Maven,22 Aug 2025,7.1,CWE-770,CVE-2025-9341,22 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-ORGWEBJARSNPM-12143257,Open Redirect,org.webjars.npm:koa,"['[0,]']",Maven,22 Aug 2025,5.1,CWE-601,,22 Aug 2025,22 Aug 2025,Unknown
SNYK-JAVA-ORGWEBJARSNPM-12143052,Regular Expression Denial of Service (ReDoS),org.webjars.npm:yarn,"['[0,]']",Maven,22 Aug 2025,4.8,CWE-1333,CVE-2025-9308,22 Aug 2025,21 Aug 2025,mmmsssttt404
SNYK-JAVA-ORGAPACHEEVENTMESH-12028708,Server-side Request Forgery (SSRF),org.apache.eventmesh:eventmesh-runtime,"['[1.6.0,]']",Maven,21 Aug 2025,5.1,CWE-918,CVE-2024-39954,21 Aug 2025,20 Aug 2025,Mak1r 808
SNYK-JAVA-COMLIFERAY-12008945,Authentication Bypass Using an Alternate Path or Channel,com.liferay:com.liferay.multi.factor.authentication.web,"['[,2.0.42)']",Maven,21 Aug 2025,2.0,CWE-288,CVE-2025-3639,21 Aug 2025,18 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12089394,Cross-site Scripting (XSS),com.liferay:com.liferay.journal.web,"['[0,]']",Maven,21 Aug 2025,5.1,CWE-79,CVE-2025-43737,21 Aug 2025,19 Aug 2025,Unknown
SNYK-JAVA-ORGWEBJARSNPM-12089401,Function Call With Incorrect Argument Type,org.webjars.npm:sha.js,"['[,2.4.12)']",Maven,21 Aug 2025,9.1,CWE-686,CVE-2025-9288,21 Aug 2025,20 Aug 2025,Nikita Skovoroda
SNYK-JAVA-COMLIFERAY-12089393,Arbitrary File Upload,com.liferay:com.liferay.dynamic.data.mapping.form.web,"['[,4.0.180)']",Maven,21 Aug 2025,5.1,CWE-434,CVE-2025-43750,21 Aug 2025,20 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAYPORTAL-12084821,Information Exposure,com.liferay.portal:com.liferay.portal.kernel,"['[,160.0.0)']",Maven,21 Aug 2025,5.3,CWE-203,CVE-2025-43743,21 Aug 2025,19 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12084820,Information Exposure,com.liferay:com.liferay.calendar.service,"['[,6.0.83)']",Maven,21 Aug 2025,5.3,CWE-203,CVE-2025-43743,21 Aug 2025,19 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12084819,Information Exposure,com.liferay:com.liferay.calendar.web,"['[,5.0.106)']",Maven,21 Aug 2025,5.3,CWE-203,CVE-2025-43743,21 Aug 2025,19 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAYPORTAL-12084818,Information Exposure,com.liferay.portal:com.liferay.portal.impl,"['[,111.0.0)']",Maven,21 Aug 2025,5.3,CWE-203,CVE-2025-43743,21 Aug 2025,19 Aug 2025,Unknown
SNYK-JAVA-ORGWEBJARSNPM-12084815,Function Call With Incorrect Argument Type,org.webjars.npm:cipher-base,"['[,1.0.6)']",Maven,21 Aug 2025,9.1,CWE-686,CVE-2025-9287,21 Aug 2025,20 Aug 2025,Nikita Skovoroda
SNYK-JAVA-COMLIFERAYPORTAL-12084440,Cross-site Scripting (XSS),com.liferay.portal:com.liferay.portal.kernel,"['[0,]']",Maven,21 Aug 2025,4.6,CWE-79,CVE-2025-43740,21 Aug 2025,19 Aug 2025,NDIx
SNYK-JAVA-COMLIFERAY-12084438,Cross-site Scripting (XSS),com.liferay:com.liferay.comment.sanitizer,"['[0,]']",Maven,21 Aug 2025,4.6,CWE-79,CVE-2025-43740,21 Aug 2025,19 Aug 2025,NDIx
SNYK-JAVA-COMLIFERAY-12084439,Cross-site Scripting (XSS),com.liferay:com.liferay.portal.security.iframe.sanitizer,"['[0,]']",Maven,21 Aug 2025,4.6,CWE-79,CVE-2025-43740,21 Aug 2025,19 Aug 2025,NDIx
SNYK-JAVA-COMLIFERAY-12084437,Cross-site Scripting (XSS),com.liferay:com.liferay.portal.security.antisamy,"['[0,]']",Maven,21 Aug 2025,4.6,CWE-79,CVE-2025-43740,21 Aug 2025,19 Aug 2025,NDIx
SNYK-JAVA-COMLIFERAY-12081434,Cross-site Request Forgery (CSRF),com.liferay:com.liferay.headless.discovery.web,"['[,4.0.60)']",Maven,21 Aug 2025,6.9,CWE-352,CVE-2025-43745,21 Aug 2025,19 Aug 2025,NDIx
SNYK-JAVA-COMLIFERAY-12081114,Files or Directories Accessible to External Parties,com.liferay:com.liferay.dynamic.data.mapping.form.web,"['[,4.0.180)']",Maven,21 Aug 2025,5.3,CWE-552,CVE-2025-43749,21 Aug 2025,20 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12081113,Cross-site Scripting (XSS),com.liferay:com.liferay.asset.taglib,"['[,11.1.9)']",Maven,21 Aug 2025,5.1,CWE-79,CVE-2025-43741,21 Aug 2025,20 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12081112,Cross-site Scripting (XSS),com.liferay:com.liferay.journal.service,"['[,7.0.172)']",Maven,21 Aug 2025,5.1,CWE-79,CVE-2025-43744,21 Aug 2025,19 Aug 2025,NDIx
SNYK-JAVA-COMLIFERAY-12081111,Cross-site Scripting (XSS),com.liferay:com.liferay.asset.api,"['[,10.0.1)']",Maven,21 Aug 2025,5.1,CWE-79,CVE-2025-43744,21 Aug 2025,19 Aug 2025,NDIx
SNYK-JAVA-ORGECLIPSEJETTYHTTP2-12047664,Allocation of Resources Without Limits or Throttling,org.eclipse.jetty.http2:jetty-http2-common,"['[12.0.0-alpha0,12.0.25)', '[12.1.0.alpha0,12.1.0.beta3)']",Maven,21 Aug 2025,8.7,CWE-770,CVE-2025-5115,21 Aug 2025,20 Aug 2025,"UnknownAnat Bremler-Barr, Gal Bar Nahum, Yaniv Harel"
,"[10.0.0-alpha0,10.0.26)","[11.0.0-alpha0,11.0.26)",,Maven,21 Aug 2025,,,,,,
SNYK-JAVA-ORGECLIPSEJETTYHTTP2-12047652,Allocation of Resources Without Limits or Throttling,org.eclipse.jetty.http2:jetty-http2-server,"['[12.0.0-alpha0,12.0.25)', '[12.1.0.alpha0,12.1.0.beta3)']",Maven,21 Aug 2025,8.7,CWE-770,CVE-2025-5115,21 Aug 2025,20 Aug 2025,"UnknownAnat Bremler-Barr, Gal Bar Nahum, Yaniv Harel"
,"[10.0.0-alpha0,10.0.26)","[11.0.0-alpha0,11.0.26)",,Maven,21 Aug 2025,,,,,,
SNYK-JAVA-COMLIFERAY-12037415,Cross-site Scripting (XSS),com.liferay:com.liferay.layout.type.controller.display.page,"['[,3.0.59)']",Maven,21 Aug 2025,6.9,CWE-79,CVE-2025-43742,21 Aug 2025,20 Aug 2025,Unknown
SNYK-JAVA-COMSUNMAIL-12028709,Improper Neutralization,com.sun.mail:jakarta.mail,"['[,1.6.8)', '[2.0.0-RC1,2.0.2)']",Maven,20 Aug 2025,6.0,CWE-147,CVE-2025-7962,20 Aug 2025,21 Jul 2025,"1ue, blu3r"
SNYK-JAVA-ORGOPENMETADATA-12009017,SQL Injection,org.open-metadata:openmetadata-service,"['[,1.4.5-rc1)']",Maven,20 Aug 2025,7.1,CWE-89,CVE-2025-50466,20 Aug 2025,8 Aug 2025,javadk
SNYK-JAVA-ORGWEBJARSNPM-12027659,Cross-site Scripting (XSS),org.webjars.npm:mermaid,"['[11.1.0,]']",Maven,20 Aug 2025,5.1,CWE-79,CVE-2025-54880,20 Aug 2025,19 Aug 2025,Chris Grieger
SNYK-JAVA-ORGWEBJARSNPM-12027650,Cross-site Scripting (XSS),org.webjars.npm:mermaid,"['[10.9.0,]']",Maven,20 Aug 2025,5.3,CWE-79,CVE-2025-54881,20 Aug 2025,19 Aug 2025,Chris Grieger
SNYK-JAVA-COMLIFERAY-12027648,Cross-site Scripting (XSS),com.liferay:com.liferay.expando.web,"['[,5.0.60)']",Maven,20 Aug 2025,5.1,CWE-79,CVE-2025-43738,20 Aug 2025,19 Aug 2025,NDIx
SNYK-JAVA-ORGGRAALVMSDK-11998135,Access Control Bypass,org.graalvm.sdk:graal-sdk,"['[,17.0.16)', '[18.0.0,21.0.8)', '[22.0.0,24.0.2)']",Maven,19 Aug 2025,7.7,CWE-284,CVE-2025-50059,19 Aug 2025,15 Jul 2025,Martin van Wingerden
SNYK-JAVA-COMLIFERAY-12008944,Cross-site Scripting (XSS),com.liferay:com.liferay.message.boards.web,"['[,5.0.120)']",Maven,19 Aug 2025,5.1,CWE-79,CVE-2025-43731,19 Aug 2025,18 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12008943,Cross-site Scripting (XSS),com.liferay:com.liferay.frontend.editor.ckeditor.web,"['[,5.0.111)']",Maven,19 Aug 2025,5.1,CWE-79,CVE-2025-43731,19 Aug 2025,18 Aug 2025,Unknown
SNYK-JAVA-COMLIFERAY-12008942,Cross-site Scripting (XSS),com.liferay:com.liferay.layout.taglib,"['[,16.1.33)']",Maven,19 Aug 2025,2.3,CWE-79,CVE-2025-43733,19 Aug 2025,18 Aug 2025,Unknown
SNYK-JAVA-ORGOPENMETADATA-12009019,SQL Injection,org.open-metadata:openmetadata-service,"['[,1.4.5-rc1)']",Maven,19 Aug 2025,7.1,CWE-89,CVE-2025-50465,19 Aug 2025,8 Aug 2025,javadk
SNYK-JAVA-ORGOPENMETADATA-12009018,SQL Injection,org.open-metadata:openmetadata-service,"['[,1.4.5-rc1)']",Maven,19 Aug 2025,7.1,CWE-89,CVE-2025-50467,19 Aug 2025,8 Aug 2025,javadk
SNYK-JAVA-ORGGRAALVMSDK-11998139,Deserialization of Untrusted Data,org.graalvm.sdk:graal-sdk,"['[,17.0.16)', '[18.0.0,21.0.8)', '[22.0.0,24.0.2)']",Maven,19 Aug 2025,9.2,CWE-502,CVE-2025-30749,19 Aug 2025,15 Jul 2025,Unknown
SNYK-JAVA-ORGGRAALVMSDK-11998131,Deserialization of Untrusted Data,org.graalvm.sdk:graal-sdk,"['[,17.0.16)', '[18.0.0,21.0.8)', '[22.0.0,24.0.2)']",Maven,19 Aug 2025,9.2,CWE-502,CVE-2025-50106,19 Aug 2025,15 Jul 2025,Unknown
SNYK-JAVA-COMLIFERAY-12008937,Authorization Bypass Through User-Controlled Key,com.liferay:com.liferay.roles.selector.web,"['[,5.0.31)']",Maven,19 Aug 2025,5.1,CWE-639,CVE-2025-43732,19 Aug 2025,18 Aug 2025,Unknown
